Sampled Sewer Area,DataZone2011,Pop2011,dz_pop,prop_dz
Avse Pfi - Edinburgh DOA,S01008611,1421,1421,1.0
Avse Pfi - Edinburgh DOA,S01008612,779,779,1.0
Avse Pfi - Edinburgh DOA,S01008613,798,798,1.0
Avse Pfi - Edinburgh DOA,S01008614,677,677,1.0
Avse Pfi - Edinburgh DOA,S01008615,869,869,1.0
Avse Pfi - Edinburgh DOA,S01008616,733,733,1.0
Avse Pfi - Edinburgh DOA,S01008617,829,829,1.0
Avse Pfi - Edinburgh DOA,S01008618,739,739,1.0
Avse Pfi - Edinburgh DOA,S01008619,520,520,1.0
Avse Pfi - Edinburgh DOA,S01008620,815,815,1.0
Avse Pfi - Edinburgh DOA,S01008621,770,770,1.0
Avse Pfi - Edinburgh DOA,S01008622,517,517,1.0
Avse Pfi - Edinburgh DOA,S01008623,954,954,1.0
Avse Pfi - Edinburgh DOA,S01008624,740,740,1.0
Avse Pfi - Edinburgh DOA,S01008625,573,573,1.0
Avse Pfi - Edinburgh DOA,S01008626,919,919,1.0
Avse Pfi - Edinburgh DOA,S01008627,759,759,1.0
Avse Pfi - Edinburgh DOA,S01008628,630,630,1.0
Avse Pfi - Edinburgh DOA,S01008629,571,571,1.0
Avse Pfi - Edinburgh DOA,S01008630,556,556,1.0
Avse Pfi - Edinburgh DOA,S01008631,786,786,1.0
Avse Pfi - Edinburgh DOA,S01008632,918,918,1.0
Avse Pfi - Edinburgh DOA,S01008633,952,952,1.0
Avse Pfi - Edinburgh DOA,S01008634,727,727,1.0
Avse Pfi - Edinburgh DOA,S01008635,850,850,1.0
Avse Pfi - Edinburgh DOA,S01008636,861,861,1.0
Avse Pfi - Edinburgh DOA,S01008637,751,751,1.0
Avse Pfi - Edinburgh DOA,S01008638,854,854,1.0
Avse Pfi - Edinburgh DOA,S01008639,888,888,1.0
Avse Pfi - Edinburgh DOA,S01008640,776,776,1.0
Avse Pfi - Edinburgh DOA,S01008641,825,825,1.0
Avse Pfi - Edinburgh DOA,S01008642,932,932,1.0
Avse Pfi - Edinburgh DOA,S01008643,712,712,1.0
Avse Pfi - Edinburgh DOA,S01008644,771,771,1.0
Avse Pfi - Edinburgh DOA,S01008645,825,825,1.0
Avse Pfi - Edinburgh DOA,S01008646,812,812,1.0
Avse Pfi - Edinburgh DOA,S01008647,589,589,1.0
Avse Pfi - Edinburgh DOA,S01008648,610,610,1.0
Avse Pfi - Edinburgh DOA,S01008649,901,901,1.0
Avse Pfi - Edinburgh DOA,S01008650,731,731,1.0
Avse Pfi - Edinburgh DOA,S01008651,965,965,1.0
Avse Pfi - Edinburgh DOA,S01008652,567,567,1.0
Avse Pfi - Edinburgh DOA,S01008653,684,684,1.0
Avse Pfi - Edinburgh DOA,S01008654,937,937,1.0
Avse Pfi - Edinburgh DOA,S01008655,796,796,1.0
Avse Pfi - Edinburgh DOA,S01008656,644,644,1.0
Avse Pfi - Edinburgh DOA,S01008657,758,758,1.0
Avse Pfi - Edinburgh DOA,S01008658,1111,1111,1.0
Avse Pfi - Edinburgh DOA,S01008659,825,825,1.0
Avse Pfi - Edinburgh DOA,S01008660,936,936,1.0
Avse Pfi - Edinburgh DOA,S01008661,990,990,1.0
Avse Pfi - Edinburgh DOA,S01008662,745,745,1.0
Avse Pfi - Edinburgh DOA,S01008663,846,846,1.0
Avse Pfi - Edinburgh DOA,S01008664,705,705,1.0
Avse Pfi - Edinburgh DOA,S01008665,1186,1186,1.0
Avse Pfi - Edinburgh DOA,S01008666,994,994,1.0
Avse Pfi - Edinburgh DOA,S01008667,984,984,1.0
Avse Pfi - Edinburgh DOA,S01008668,620,620,1.0
Avse Pfi - Edinburgh DOA,S01008669,578,578,1.0
Avse Pfi - Edinburgh DOA,S01008670,879,879,1.0
Avse Pfi - Edinburgh DOA,S01008671,751,751,1.0
Avse Pfi - Edinburgh DOA,S01008672,686,686,1.0
Avse Pfi - Edinburgh DOA,S01008673,1064,1064,1.0
Avse Pfi - Edinburgh DOA,S01008674,955,955,1.0
Avse Pfi - Edinburgh DOA,S01008675,732,732,1.0
Avse Pfi - Edinburgh DOA,S01008676,691,760,0.9092105263157895
Avse Pfi - Edinburgh DOA,S01008677,821,821,1.0
Avse Pfi - Edinburgh DOA,S01008678,1200,1200,1.0
Avse Pfi - Edinburgh DOA,S01008679,1327,1327,1.0
Avse Pfi - Edinburgh DOA,S01008680,631,631,1.0
Avse Pfi - Edinburgh DOA,S01008681,971,971,1.0
Avse Pfi - Edinburgh DOA,S01008682,783,783,1.0
Avse Pfi - Edinburgh DOA,S01008683,1511,1511,1.0
Avse Pfi - Edinburgh DOA,S01008684,994,994,1.0
Avse Pfi - Edinburgh DOA,S01008685,862,862,1.0
Avse Pfi - Edinburgh DOA,S01008686,963,963,1.0
Avse Pfi - Edinburgh DOA,S01008687,648,648,1.0
Avse Pfi - Edinburgh DOA,S01008688,896,896,1.0
Avse Pfi - Edinburgh DOA,S01008689,860,860,1.0
Avse Pfi - Edinburgh DOA,S01008690,990,990,1.0
Avse Pfi - Edinburgh DOA,S01008691,1050,1050,1.0
Avse Pfi - Edinburgh DOA,S01008692,685,685,1.0
Avse Pfi - Edinburgh DOA,S01008693,487,487,1.0
Avse Pfi - Edinburgh DOA,S01008694,1000,1000,1.0
Avse Pfi - Edinburgh DOA,S01008695,703,703,1.0
Avse Pfi - Edinburgh DOA,S01008696,675,675,1.0
Avse Pfi - Edinburgh DOA,S01008697,1059,1059,1.0
Avse Pfi - Edinburgh DOA,S01008698,492,492,1.0
Avse Pfi - Edinburgh DOA,S01008699,909,909,1.0
Avse Pfi - Edinburgh DOA,S01008700,569,569,1.0
Avse Pfi - Edinburgh DOA,S01008701,396,396,1.0
Avse Pfi - Edinburgh DOA,S01008702,584,584,1.0
Avse Pfi - Edinburgh DOA,S01008703,972,972,1.0
Avse Pfi - Edinburgh DOA,S01008704,711,711,1.0
Avse Pfi - Edinburgh DOA,S01008705,500,500,1.0
Avse Pfi - Edinburgh DOA,S01008706,577,577,1.0
Avse Pfi - Edinburgh DOA,S01008707,862,862,1.0
Avse Pfi - Edinburgh DOA,S01008708,928,928,1.0
Avse Pfi - Edinburgh DOA,S01008709,763,763,1.0
Avse Pfi - Edinburgh DOA,S01008710,494,494,1.0
Avse Pfi - Edinburgh DOA,S01008711,706,706,1.0
Avse Pfi - Edinburgh DOA,S01008712,1143,1143,1.0
Avse Pfi - Edinburgh DOA,S01008713,635,635,1.0
Avse Pfi - Edinburgh DOA,S01008714,568,568,1.0
Avse Pfi - Edinburgh DOA,S01008715,763,763,1.0
Avse Pfi - Edinburgh DOA,S01008716,545,545,1.0
Avse Pfi - Edinburgh DOA,S01008717,440,440,1.0
Avse Pfi - Edinburgh DOA,S01008718,510,510,1.0
Avse Pfi - Edinburgh DOA,S01008719,1003,1003,1.0
Avse Pfi - Edinburgh DOA,S01008720,508,508,1.0
Avse Pfi - Edinburgh DOA,S01008721,809,809,1.0
Avse Pfi - Edinburgh DOA,S01008722,1058,1058,1.0
Avse Pfi - Edinburgh DOA,S01008723,677,677,1.0
Avse Pfi - Edinburgh DOA,S01008724,968,968,1.0
Avse Pfi - Edinburgh DOA,S01008725,752,752,1.0
Avse Pfi - Edinburgh DOA,S01008726,579,579,1.0
Avse Pfi - Edinburgh DOA,S01008727,1102,1102,1.0
Avse Pfi - Edinburgh DOA,S01008728,552,552,1.0
Avse Pfi - Edinburgh DOA,S01008729,740,740,1.0
Avse Pfi - Edinburgh DOA,S01008730,801,801,1.0
Avse Pfi - Edinburgh DOA,S01008731,430,430,1.0
Avse Pfi - Edinburgh DOA,S01008732,610,610,1.0
Avse Pfi - Edinburgh DOA,S01008733,793,793,1.0
Avse Pfi - Edinburgh DOA,S01008734,564,564,1.0
Avse Pfi - Edinburgh DOA,S01008735,996,996,1.0
Avse Pfi - Edinburgh DOA,S01008736,738,738,1.0
Avse Pfi - Edinburgh DOA,S01008737,801,801,1.0
Avse Pfi - Edinburgh DOA,S01008738,782,782,1.0
Avse Pfi - Edinburgh DOA,S01008739,559,559,1.0
Avse Pfi - Edinburgh DOA,S01008740,553,553,1.0
Avse Pfi - Edinburgh DOA,S01008741,953,953,1.0
Avse Pfi - Edinburgh DOA,S01008742,484,484,1.0
Avse Pfi - Edinburgh DOA,S01008743,926,926,1.0
Avse Pfi - Edinburgh DOA,S01008744,1058,1058,1.0
Avse Pfi - Edinburgh DOA,S01008745,466,466,1.0
Avse Pfi - Edinburgh DOA,S01008746,1062,1062,1.0
Avse Pfi - Edinburgh DOA,S01008747,501,501,1.0
Avse Pfi - Edinburgh DOA,S01008748,667,667,1.0
Avse Pfi - Edinburgh DOA,S01008749,983,983,1.0
Avse Pfi - Edinburgh DOA,S01008750,704,704,1.0
Avse Pfi - Edinburgh DOA,S01008751,622,622,1.0
Avse Pfi - Edinburgh DOA,S01008752,787,787,1.0
Avse Pfi - Edinburgh DOA,S01008753,536,536,1.0
Avse Pfi - Edinburgh DOA,S01008754,590,590,1.0
Avse Pfi - Edinburgh DOA,S01008755,941,941,1.0
Avse Pfi - Edinburgh DOA,S01008756,708,708,1.0
Avse Pfi - Edinburgh DOA,S01008757,638,638,1.0
Avse Pfi - Edinburgh DOA,S01008758,823,823,1.0
Avse Pfi - Edinburgh DOA,S01008759,564,564,1.0
Avse Pfi - Edinburgh DOA,S01008760,949,949,1.0
Avse Pfi - Edinburgh DOA,S01008761,738,738,1.0
Avse Pfi - Edinburgh DOA,S01008762,608,608,1.0
Avse Pfi - Edinburgh DOA,S01008763,925,925,1.0
Avse Pfi - Edinburgh DOA,S01008764,714,714,1.0
Avse Pfi - Edinburgh DOA,S01008765,854,854,1.0
Avse Pfi - Edinburgh DOA,S01008766,1057,1057,1.0
Avse Pfi - Edinburgh DOA,S01008767,542,542,1.0
Avse Pfi - Edinburgh DOA,S01008768,537,537,1.0
Avse Pfi - Edinburgh DOA,S01008769,666,666,1.0
Avse Pfi - Edinburgh DOA,S01008770,855,855,1.0
Avse Pfi - Edinburgh DOA,S01008771,779,779,1.0
Avse Pfi - Edinburgh DOA,S01008772,785,785,1.0
Avse Pfi - Edinburgh DOA,S01008773,1025,1025,1.0
Avse Pfi - Edinburgh DOA,S01008774,895,921,0.9717698154180239
Avse Pfi - Edinburgh DOA,S01008775,457,457,1.0
Avse Pfi - Edinburgh DOA,S01008776,863,863,1.0
Avse Pfi - Edinburgh DOA,S01008777,1014,1014,1.0
Avse Pfi - Edinburgh DOA,S01008778,1086,1086,1.0
Avse Pfi - Edinburgh DOA,S01008779,718,718,1.0
Avse Pfi - Edinburgh DOA,S01008780,583,583,1.0
Avse Pfi - Edinburgh DOA,S01008781,891,891,1.0
Avse Pfi - Edinburgh DOA,S01008782,792,792,1.0
Avse Pfi - Edinburgh DOA,S01008783,417,417,1.0
Avse Pfi - Edinburgh DOA,S01008784,442,442,1.0
Avse Pfi - Edinburgh DOA,S01008785,866,867,0.9988465974625144
Avse Pfi - Edinburgh DOA,S01008786,925,925,1.0
Avse Pfi - Edinburgh DOA,S01008787,374,374,1.0
Avse Pfi - Edinburgh DOA,S01008788,690,690,1.0
Avse Pfi - Edinburgh DOA,S01008789,654,654,1.0
Avse Pfi - Edinburgh DOA,S01008790,638,638,1.0
Avse Pfi - Edinburgh DOA,S01008791,877,877,1.0
Avse Pfi - Edinburgh DOA,S01008792,780,780,1.0
Avse Pfi - Edinburgh DOA,S01008793,427,427,1.0
Avse Pfi - Edinburgh DOA,S01008794,865,865,1.0
Avse Pfi - Edinburgh DOA,S01008795,1122,1122,1.0
Avse Pfi - Edinburgh DOA,S01008796,1117,1117,1.0
Avse Pfi - Edinburgh DOA,S01008797,947,947,1.0
Avse Pfi - Edinburgh DOA,S01008798,787,787,1.0
Avse Pfi - Edinburgh DOA,S01008799,665,665,1.0
Avse Pfi - Edinburgh DOA,S01008800,1035,1035,1.0
Avse Pfi - Edinburgh DOA,S01008801,936,936,1.0
Avse Pfi - Edinburgh DOA,S01008802,958,958,1.0
Avse Pfi - Edinburgh DOA,S01008803,952,952,1.0
Avse Pfi - Edinburgh DOA,S01008804,652,652,1.0
Avse Pfi - Edinburgh DOA,S01008805,623,623,1.0
Avse Pfi - Edinburgh DOA,S01008806,1019,1019,1.0
Avse Pfi - Edinburgh DOA,S01008807,792,792,1.0
Avse Pfi - Edinburgh DOA,S01008808,663,663,1.0
Avse Pfi - Edinburgh DOA,S01008809,661,661,1.0
Avse Pfi - Edinburgh DOA,S01008810,733,733,1.0
Avse Pfi - Edinburgh DOA,S01008811,844,844,1.0
Avse Pfi - Edinburgh DOA,S01008812,471,471,1.0
Avse Pfi - Edinburgh DOA,S01008813,970,970,1.0
Avse Pfi - Edinburgh DOA,S01008814,842,842,1.0
Avse Pfi - Edinburgh DOA,S01008815,908,908,1.0
Avse Pfi - Edinburgh DOA,S01008816,523,523,1.0
Avse Pfi - Edinburgh DOA,S01008817,764,764,1.0
Avse Pfi - Edinburgh DOA,S01008818,775,775,1.0
Avse Pfi - Edinburgh DOA,S01008819,756,756,1.0
Avse Pfi - Edinburgh DOA,S01008820,1119,1119,1.0
Avse Pfi - Edinburgh DOA,S01008821,712,712,1.0
Avse Pfi - Edinburgh DOA,S01008822,734,734,1.0
Avse Pfi - Edinburgh DOA,S01008823,675,675,1.0
Avse Pfi - Edinburgh DOA,S01008824,961,961,1.0
Avse Pfi - Edinburgh DOA,S01008825,619,619,1.0
Avse Pfi - Edinburgh DOA,S01008826,664,664,1.0
Avse Pfi - Edinburgh DOA,S01008827,732,732,1.0
Avse Pfi - Edinburgh DOA,S01008828,884,884,1.0
Avse Pfi - Edinburgh DOA,S01008829,715,715,1.0
Avse Pfi - Edinburgh DOA,S01008830,692,692,1.0
Avse Pfi - Edinburgh DOA,S01008831,774,774,1.0
Avse Pfi - Edinburgh DOA,S01008832,777,777,1.0
Avse Pfi - Edinburgh DOA,S01008833,989,989,1.0
Avse Pfi - Edinburgh DOA,S01008834,1130,1130,1.0
Avse Pfi - Edinburgh DOA,S01008835,813,813,1.0
Avse Pfi - Edinburgh DOA,S01008836,675,675,1.0
Avse Pfi - Edinburgh DOA,S01008837,1015,1015,1.0
Avse Pfi - Edinburgh DOA,S01008838,1009,1009,1.0
Avse Pfi - Edinburgh DOA,S01008839,1027,1027,1.0
Avse Pfi - Edinburgh DOA,S01008840,1074,1074,1.0
Avse Pfi - Edinburgh DOA,S01008841,568,568,1.0
Avse Pfi - Edinburgh DOA,S01008842,882,882,1.0
Avse Pfi - Edinburgh DOA,S01008843,991,991,1.0
Avse Pfi - Edinburgh DOA,S01008844,695,695,1.0
Avse Pfi - Edinburgh DOA,S01008845,853,853,1.0
Avse Pfi - Edinburgh DOA,S01008846,821,821,1.0
Avse Pfi - Edinburgh DOA,S01008847,585,585,1.0
Avse Pfi - Edinburgh DOA,S01008848,772,772,1.0
Avse Pfi - Edinburgh DOA,S01008849,727,727,1.0
Avse Pfi - Edinburgh DOA,S01008850,818,818,1.0
Avse Pfi - Edinburgh DOA,S01008851,1022,1022,1.0
Avse Pfi - Edinburgh DOA,S01008852,1002,1002,1.0
Avse Pfi - Edinburgh DOA,S01008853,680,680,1.0
Avse Pfi - Edinburgh DOA,S01008854,910,910,1.0
Avse Pfi - Edinburgh DOA,S01008855,1060,1060,1.0
Avse Pfi - Edinburgh DOA,S01008856,562,562,1.0
Avse Pfi - Edinburgh DOA,S01008857,764,764,1.0
Avse Pfi - Edinburgh DOA,S01008858,552,552,1.0
Avse Pfi - Edinburgh DOA,S01008859,1113,1113,1.0
Avse Pfi - Edinburgh DOA,S01008860,878,878,1.0
Avse Pfi - Edinburgh DOA,S01008861,765,765,1.0
Avse Pfi - Edinburgh DOA,S01008862,881,881,1.0
Avse Pfi - Edinburgh DOA,S01008863,733,733,1.0
Avse Pfi - Edinburgh DOA,S01008864,1144,1144,1.0
Avse Pfi - Edinburgh DOA,S01008865,850,850,1.0
Avse Pfi - Edinburgh DOA,S01008866,798,798,1.0
Avse Pfi - Edinburgh DOA,S01008867,800,800,1.0
Avse Pfi - Edinburgh DOA,S01008868,771,771,1.0
Avse Pfi - Edinburgh DOA,S01008869,998,998,1.0
Avse Pfi - Edinburgh DOA,S01008870,780,780,1.0
Avse Pfi - Edinburgh DOA,S01008871,1079,1079,1.0
Avse Pfi - Edinburgh DOA,S01008872,853,853,1.0
Avse Pfi - Edinburgh DOA,S01008873,692,692,1.0
